DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ_CLOSE
17-Apr-2023,296.55,299.45,291.55,294.5,60627,
18-Apr-2023,298,298,290.35,293.3,12722,
19-Apr-2023,293.3,298,292.45,296.85,19330,
20-Apr-2023,299,299,293.3,294.85,6785,
23-Apr-2023,299.25,304.5,294.85,301.6,13452,
24-Apr-2023,304.5,304.95,298.1,300.1,27253,
25-Apr-2023,302.9,302.9,296.05,299.15,13842,
26-Apr-2023,301.5,301.5,295.6,298.35,12754,
27-Apr-2023,301,312.9,301,307.95,64418,
01-May-2023,325,330,305,307.85,156471,
02-May-2023,314,314,305,306.65,32494,
03-May-2023,311,311,307.15,308.7,26889,
04-May-2023,311,319.8,309.5,312.9,74348,
07-May-2023,317.45,319.75,313.05,316.4,34530,
08-May-2023,312,316.45,312,313.55,38003,
09-May-2023,316.7,316.7,312.5,314.05,17107,
10-May-2023,314.95,317.3,312,314.25,20847,
11-May-2023,312.05,315,312.05,313.55,13660,
14-May-2023,316.9,316.95,308.8,309.8,40383,
15-May-2023,315,315,309,310.25,29432,
16-May-2023,312,314.35,307.6,310.5,19281,
17-May-2023,314.95,314.95,312,312.95,20874,
18-May-2023,315,316,311.05,313.45,34859,
21-May-2023,318,318,310,311.5,39080,
22-May-2023,314.7,314.7,308.4,309.4,22172,
23-May-2023,309.6,311.95,309,310.75,17912,
24-May-2023,313,314.2,308.05,310.7,32765,
25-May-2023,320,363.9,319.95,342.8,1561438,
28-May-2023,345,366.4,345,357.35,391743,
29-May-2023,358,362.6,341.75,344.75,90217,
30-May-2023,345,360,340.8,356.1,78583,
31-May-2023,359.9,375.25,356,367.7,103073,
01-Jun-2023,375.45,378,363.3,368.35,90121,
04-Jun-2023,371.5,390,369.1,380.2,208324,
05-Jun-2023,382.85,384.7,375.05,381.1,53429,
06-Jun-2023,382.5,393,379,380.65,71590,
07-Jun-2023,384,384,375.15,377.35,51057,
08-Jun-2023,370,377,366,366.85,58425,
11-Jun-2023,370.5,378.2,368.6,372.95,34109,
12-Jun-2023,374.95,376,364,366.2,31067,
13-Jun-2023,369.85,372.45,362.05,365.95,53545,
14-Jun-2023,366.05,370.75,364.1,366.5,42539,
15-Jun-2023,363.05,380,363.05,364.6,78650,
18-Jun-2023,369.85,369.95,358.05,362.35,58830,
19-Jun-2023,331,357.6,331,356.1,196684,
20-Jun-2023,375,375,362,366.9,117897,
21-Jun-2023,372.35,372.35,355,356.85,48023,
22-Jun-2023,360.4,361,350.2,355.7,32185,
25-Jun-2023,359.65,361.85,353.15,357.75,33436,
26-Jun-2023,360,364,355.55,358.5,31477,
27-Jun-2023,362,362.95,355.1,358.65,25667,
29-Jun-2023,361.95,375,361.5,370.75,77034,
02-Jul-2023,377,377,363,366.6,84528,
03-Jul-2023,369.2,375,366.6,368.95,57766,
04-Jul-2023,372.65,421.6,366.9,411.55,786294,
05-Jul-2023,409,409.5,394.15,402.5,193077,
06-Jul-2023,402.5,409.5,392.9,398.35,105399,
09-Jul-2023,398.35,405.4,390.6,394.65,74636,
10-Jul-2023,401.8,415.85,397.2,409.05,155492,
11-Jul-2023,408.45,430,408.4,417.8,318337,
12-Jul-2023,435,444.3,410.4,416.15,654864,
13-Jul-2023,416,422.4,395,397.8,254543,
16-Jul-2023,402.2,402.2,390.95,392.05,123819,
17-Jul-2023,396.3,397.25,386.15,389.4,48468,
18-Jul-2023,392.8,396.2,388,394.45,79094,
19-Jul-2023,394.4,407.3,394.4,399.95,91013,
20-Jul-2023,402.7,405.85,398.05,400.85,43909,
23-Jul-2023,403.95,403.95,389.65,393.65,71740,
24-Jul-2023,423.7,472.35,413,453.65,2316353,
25-Jul-2023,457.45,481.65,453.4,464.1,817497,
26-Jul-2023,462,469.25,456.55,462,164997,
27-Jul-2023,464.95,485,462.55,472.2,280472,
30-Jul-2023,477.9,478,455,458.25,135214,
31-Jul-2023,463.3,467,457,459.3,74413,
01-Aug-2023,462.5,462.5,440.35,445.3,104624,
02-Aug-2023,449.7,466.6,445.05,449.1,96830,
03-Aug-2023,450.1,457.85,445.1,448.3,70405,
06-Aug-2023,451.65,469.05,447,450.65,190487,
07-Aug-2023,448.4,460.95,447.15,454.9,65576,
08-Aug-2023,459.8,468.45,453.9,458.75,78317,
09-Aug-2023,458.55,462.15,456.05,459.35,37455,
10-Aug-2023,462.8,478.95,446.35,456.2,152290,
